cefudec,cefudex,cefufer,cefuget,cefuker,cefumed,cefured,cefurex,cefusea,cefutex,cefuvex,cefuzel,cefuzen
beisartan,besartan,gensartan,leesartan,melsartan,neosartan,newsartan,telsartan,versartan,welsartan
bezogen,cefogen,fenogen,ferogen,hemogen,ketogen,levogen,renogen,senogen,vesogen
cefarex,cefavex,cefazex,cefevex,cefovex,ceftrex,cefudex,cefurex,cefutex,cefuvex
cefulab,cefulax,cefumac,cefumax,cefupak,cefurax,cefutam,cefutaz,cefuxal,cefuxan
ketohab,ketolac,ketoman,ketomax,ketonav,ketorac,ketoran,ketosan,ketoxam,ketozar
cefarex,ceftrex,cefudex,cefurax,cefured,cefurex,cefurox,cefutex,cefuvex
geoxime,kelxime,kepxime,medxime,newxime,penxime,seaxime,terxime,zenxime
hydrobet,hydroden,hydrodex,hydrofer,hydromel,hydropel,hydroper,hydrovex,hydrozen
ketocid,ketodix,ketofix,ketolit,ketomin,ketomix,ketotif,ketovid,ketoxil
ketodol,ketojos,ketolon,ketonob,ketonol,ketonov,ketotop,ketoxol,ketozol
lavoxin,lefoxin,levocin,levofin,levorin,levotin,levoxid,levoxin,levoxina
parabam,parajaz,paramax,paranat,parasan,paratam,paraway,paraxam,parazar
paradex,parafer,paragen,parajen,paralex,paramed,paraver,parazel,parazen
tazobet,tazodec,tazofed,tazogen,tazoget,tazonex,tazopen,tazovee,tazovex
astagen,bitagen,butagen,catagen,cutagen,optagen,sitagen,vitagen
cefaden,cefagen,cefazen,cefegen,cefiden,cefigen,cefogen,cefuzen
cefudex,cefulax,cefumax,cefurax,cefurex,cefurox,cefutex,cefuvex
ciprobay,ciprojaz,ciprolax,cipromar,cipromax,cipronat,ciprosan,ciprotam
ketobet,ketoden,ketogen,ketolex,ketomed,ketonep,ketorex,ketovex
ketoden,ketogen,ketojun,ketolon,ketoman,ketomin,ketoran,ketosan
levobet,levocec,levocer,levogen,levomed,levomef,levores,levoxel
levocin,levocit,levofin,levorin,levoriz,levotin,levoxid,levoxin
acetadol,betadol,cetadol,cetamol,cetodol,cetradol,ketadol
aeprazole,esprazole,geoprazole,giprazole,goprazole,peprazole,zeprazole
aeprazole,esprazole,giprazole,goprazole,peprazole,viprazole,zeprazole
aeprazole,mepazole,meprazol,omeprazole,peprazole,qmeprazole,zeprazole
aviclav,axiclav,haiclav,mabiclav,paxiclav,raniclav,rapiclav
axiclav,coxiclav,goxiclav,paxiclav,roxiclav,vexiclav,voxiclav
betadol,betasol,cetadol,cetamol,ketadol,ketarol,retazol
cefaden,cefagen,cefamed,cefarex,cefavex,cefazen,cefazex
cefagen,cefegen,cefigen,cefogen,mefegen,sef3gen,zefegen
cefamed,cefdomed,cefpomed,ceframed,cefrimed,ceftamed,cefumed
cefarex,ceftrex,ceftrix,ceftrox,cefurax,cefurex,cefurox
cefazex,cefudex,cefurex,cefutex,cefuvex,cefuzel,cefuzen
cefotax,cefulax,cefumax,cefurax,cefutam,cefutaz,cefutex
cefuhil,cefumin,cefuvic,cefuvil,cefuvin,cefuxil,cefuxim
fadzole,haizole,jaczole,marzole,maxzole,panzole,ranzole
folicel,folifer,foligen,foliget,folijen,folimed,folimer
furoden,furogem,furogen,furomed,furonex,furoxen,furozep
ketodix,ketofix,ketolex,ketomax,ketomix,ketorex,ketovex
lavoxin,levocin,levofin,levorin,levotin,levoxin,lovorin
levocin,levofin,levorin,levoriz,levotin,levoxin,lovorin
muconil,mucopid,mucoriz,mucosil,mucosin,mucotil,mucovin
neurobe,neurofed,neurokem,neurolem,neurolev,neuromed,neuromet
neurobiz,neurocil,neurolin,neurolit,neuroliz,neurovit,neuroxin
nicarden,nicardin,nicargen,nicarpin,nicarsin,nicarson,nicarvin
aerolac,dyrolac,eurolac,marolac,sorolac,zirolac
mycocid,mytocin,vycocin
mytocin,vycocin,vytorin
nalbulin,salbuline,salbumin
nalocure,nasocare,nasocure
nalocure,nasocure,tazocure
natrasol,natravox,natrazol
natrazol,optrazol,strazol
neocyte,neonate,neovite
neonate,zdonate,zeenate
neorobia,neorobic,neurobiz
nepanac,nevanac,teranac
nepidol,rapidol,relidol
nervafil,nervaid,nervamin
nervafil,nervamin,nervamol
nervamin,nervamol,nervaton
nervamin,nerveemin,nervimin
nervamol,nervicol,nervsol
nervamol,peramol,teramol
nervaton,nerviton,neuviton
nervia,nervit,nervita
nervicap,nervicol,nervital
nervicap,nervita,nervital
nervicol,nervigo,nerviton
nervicol,nervital,nerviton
netrozin,strozin,terozin
neupime,sefpime,terpime
neurobase,neurobe,neuropse
neurolev,neuronerv,neuronov
neurolit,neuromet,neurovit
neurolit,neurorite,neurovit
nicarcent,nicarden,nicargen
nicardia,nicardin,nicardisan
nicardia,nicardin,nicardrip
nicardilex,nicardime,nicardize
nicardin,nicardisan,nicardivin
nicardin,nicardivin,nicarvin
nicarsin,nicarson,nicasan
noredec,noriden,norizec
noriden,noriter,norizec
noriphed,noriphen,norphed
novacee,novalev,novamet
novafine,novaxone,novazine
novafrol,novamol,novazol
novasorin,novatocin,novazolin
noveron,novirox,novixon
noviral,novirox,zovirax
noviral,xoviral,zovirax
numecef,purecef,surecef
omacare,omcare,omecare
omacare,omecare,omecore
omacare,omecare,oxycare
omecare,omepace,omepure
omecare,omepace,omesave
omecore,omenole,omerose
omecore,omepors,omepure
omed,omee,omep
omedime,omeline,omerife
omefree,omepfree,omeprex
omepfree,omeprex,omepure
omepram,omepron,ozepran
onizole,oprizole,trizole
oprasenz,prasenz,toprasenz
oprizole,terizole,trizole
optamol,optimol,optimox
optimin,optimol,optimox
oradol,pradol,praxol
oralime,oratrime,oraxime
oraxime,plaxime,seaxime
orazinc,orezinc,oxizinc
orphemol,orphenmol,orphenox
osporin,suporin,zeporin
ovestin,provestin,rovastin
paclibax,paclidex,paclitex
paincare,paincure,pancore
paloget,palonex,paloset
panagon,paracon,paragen
panamol,parafol,patanol
panamol,parafol,peramol
pancore,valcore,vancory
pantazil,pantazo,pentazol
pantazil,pantonil,pantozim
pantocin,pantovic,pantrovin
pantodium,pantodix,pantozim
pantodix,pantomax,pantonix
pantodix,pantonix,pantoprix
pantoel,pantokem,pantolev
pantoloc,pantovic,pantoxac
pantoloc,pantoxac,pentolac
pantomax,syntomax,ventomax
pantomax,vancomax,ventomax
pantovaz,pantovic,pantoxac
pantrex,pemtrex,ramtrex
pantrex,ramtrex,ranirex
pantrex,valtrex,ventrex
parabam,parabie,parabit
parabam,parabit,paranat
parabie,parabit,paraxib
parabie,parabit,parsabiv
parafer,parafever,paraver
parafer,paraflex,paraflu
parafer,paraflu,parafol
parafer,parafol,parazel
paraflex,paraflow,paraflu
paraflex,paraglee,paralex
paraflow,paraflu,parafol
paragen,paraglee,paralex
paragen,pluragen,purogen
parajaz,parajen,parasan
parajaz,paratam,perataz
paramed,piromed,pyromed
paranova,pranovaz,tranova
parasan,parastan,paratam
parasan,parazar,parazen
pemiget,telmiget,temoget
penachlor,penchlor,phenchlor
penachlor,phenchlor,phenzachlor
pengesic,progesic,rongesic
penxime,plaxime,seaxime
perzotam,prazotam,rezotam
phytobas,phytorad,phytoral
piromed,propmed,pyromed
platexan,platisan,platixon
platikon,platinox,platixon
pradol,pranol,praxol
pramide,prolide,prosmide
pramide,ramide,tramide
pramide,tramide,tramine
prazobac,prazocap,prazotam
prednaz,predsan,predsar
prestan,prospan,prostam
primofol,trimotol,trimozol
probelin,promeclin,prometin
probelin,prometin,protemin
prodix,prolix,propix
profenil,progefil,prometil
profoly,propocy,propolyf
prolide,prosmide,prosride
propain,propan,prospan
proscar,prospan,prostam
proscar,prostam,urostar
prosmide,prosride,prostride
purecef,surecef,urecef
rabecid,ranexid,ranicid
racedol,racetol,tracemol
racef,rocef,rucef
ramezole,ranzole,rapizole
raniden,ranipen,ranirex
raniden,rapidon,rapidsen
raniden,rapidon,ratidin
rapidax,rapidol,rapidon
rapidol,rasitol,ravixol
rapidon,residon,rigidon
razogen,tazogen,trizogen
razomed,tazofed,tazomeed
redmide,retamide,rexamide
redoxib,ricoxib,rifoxib
redoxib,rifoxib,sefoxib
regicee,regifer,regisev
regifer,relifer,remifen
regimol,regizole,relizol
regison,residon,revicon
regison,residon,rigidon
renogen,renoket,renozen
renogen,renozen,rexofen
repairo,resaire,respiro
reparil,retafil,retapril
respifar,respimax,respinal
respigo,respiro,respixl
retabloc,retacloz,retaflow
retabustat,retastat,retaxostat
retacid,retafil,retanix
retaclav,retalac,retaplav
retafil,retasul,retazol
retaglim,retaglip,retaglitz
retagral,retapraz,retapril
retapraz,retaprez,retapril
retasone,retaxone,retazole
retasone,retaxone,zetadone
retazar,retazart,retazet
retazar,retazet,retazol
retazidine,tazidine,terazidine
ribedim,robecim,robedim
richmox,rielmox,rifamox
ricoxib,ricoxin,rifoxib
ricoxib,ricoxin,tricoxia
ricoxib,ricoxin,vicoxiv
ricoxin,rifoxib,rifoxyn
risperi,risperic,risperkip
rixophil,triophil,trixophin
robicarb,sobicard,sodicarb
robisef,romicef,roxicef
robivit,rolavit,rondvit
rocemed,rocumed,ropimed
rocugen,rocuzen,rosufen
rocuzen,rosufen,rosuzan
rojacef,romicef,roxicef
rosamine,rosemide,rosumibe
rostad,rostan,rostar
rosufen,rosutin,rosuzan
rosunav,rosuvaz,rosuzan
rubicin,rubifon,rubilon
rubifol,rubifon,rubilon
salbufed,salbumed,salumed
salbufed,salufer,salumed
salbulife,salbuline,salbuxine
salbuline,salbumin,salbuxine
salbumax,salbumed,salbumin
salbumax,salbumed,salbunex
salbumax,salbumin,salbuvan
salbumax,salbunex,salbunox
salinate,sobinate,solunate
salumed,sanomed,sinumed
saphcycline,saphfylline,saphylline
saphgin,saphrin,saphzine
saphlite,saphlive,saphlyte
saphlite,saphlive,saphzine
saphlocid,saphlopid,saphlozin
saphril,saphrin,saphrinol
saphrin,saphrinol,saphrinox
saphrin,saphzine,sephrine
saphtram,saphtran,saphtrate
sartam,sartan,xartan
sedafin,sedalin,sedazine
sedlor,seflor,zeflor
sedoz,sefos,sefox
sefozin,strozin,terozin
selex,zelec,zelex
senorin,suporin,zeporin
setacef,stancef,starcef
sinucare,zinacare,zincare
sitadin,sitagen,vitagin
sitagen,sitakem,sitamet
sitiaxone,sitisone,sitixon
sitidime,sitixime,sitizine
sitidol,sitimox,sitixon
sitifix,sitiflox,sitimox
sitiflox,sitiglow,sitiklor
solvamox,solvomax,solvomox
stalev,stalevo,starlev
stercar,stercia,sterica
stravac,stravas,stravix
striaxon,sytriaxone,triaxone
striaxon,triaxin,triaxone
strozin,terozin,trozin
sugadex,sugamex,sugaver
sulbacef,sulbacin,sulbaxen
sulbacin,sulbaxen,sulbazon
suprane,supranx,supraznc
sydecon,sydencin,sydencol
sydencee,sydencin,sydencol
sydencee,sydencin,sydenfen
sydencin,sydenfen,sydentan
sydenhist,sydenkast,sydenvast
symdemax,symdenx,symdiemx
tacrocin,tazocin,zarocin
tarzidime,tazidime,tazidine
tazacin,tazadil,tazracil
tazacin,tazicon,tazocin
tazacin,tazocin,tazomin
tazi,tazim,tazin
tazobak,tazobal,tazobet
tazocare,tazocura,tazocure
tazocin,tazomin,tazonix
tazocin,tazomin,tezomin
tazocura,tazocure,tazosur
tazofed,tazomeed,tazovee
tazofour,tazojor,tazosur
tazojor,tazosar,tazosur
tazonex,tazonix,tazovex
tazosan,tazosar,tazosur
tazosar,tazoserv,tazosur
telamed,tempmed,tenemed
telmal,telman,telmax
telmidin,telmigen,telmipin
telmisartan,telsartan,terlisartan
temolon,temozol,tomolol
teracyn,teragen,terasin
teradox,teramol,teravox
teradox,teramol,tiradol
teragen,termagen,triagen
termagen,triagen,trimagen
teroxime,terpime,terxime
terpime,terxime,zerzime
terxime,zenxime,zerzime
timosaph,trinosaph,triosaph
titacef,triacef,tribacef
tobracid,tobralcin,tobrazin
tramacid,tramacirc,tramavic
tramadex,tramadin,trapadix
tramadex,tramaze,tramide
tramaze,tramide,tramine
tramed,tranmed,triamed
tranesalv,tranesaph,tranesave
tranexam,tranexamic,tranexamin
tranexam,tranexid,tranext
tranmed,triamed,tripmed
triacef,triagen,triamed
triagen,triagin,triaxin
triagen,trilacgen,trimagen
triagin,trianix,triaxin
triasaph,trinosaph,triosaph
triaxole,triazone,trizole
triaxole,trimaxol,trimaxone
triceftaz,tricetam,trimetaz
tricetam,trimetab,trimetaz
triconex,triodex,trisodex
trifam,trilam,tritam
trimagen,trimegen,trimezen
trimaxol,trimotol,trimozol
trimedav,trimedex,trimedin
trimedav,trimedial,trimedin
trimestat,trimetab,trimetaz
trimetab,trimetaz,trometa
trinolone,triodone,trioxone
triocef,triodex,triolev
triozime,trixime,trizine
tripgen,triplec,tripmed
unicarb,unicard,unicort
unicarb,unicard,uricare
uricare,uricure,zuricure
ursoden,ursodox,ursodyx
ursoden,ursodox,ursokon
ursodox,ursodyx,ursomax
ursolec,ursolin,ursoliv
valtrex,ventrex,viatrex
vancocent,vancomet,vancorest
vancocy,vancory,vancosky
vancokem,vancomed,vancomet
vancomax,vancomed,vancomet
vancomed,vancomeed,vancomet
vancosan,vancosky,vancoson
vasocon,vasocool,vasocor
venalax,venolex,ventolax
venirex,venolex,ventrex
venolex,ventolax,ventomex
venolex,ventomex,ventrex
ventolax,ventomax,ventomex
vigamox,vistamox,vitamax
vigrasil,viraxil,virusil
vitabit,vitagin,vitatin
vitacap,vitarap,vitasaph
vitacinc,vitagin,vitatin
vitadol,vitazol,zitamol
vitagen,vitagene,vitazee
vitagen,vitagin,vitagua
vitcee,vitree,vitzee
volugen,voluhes,voluven
volugen,vorigen,xorugen
winacef,windcef,zinacef
zarocin,zericin,zerocid
zebzine,zenuine,zetrine
zefadime,zefadin,zefaxim
zefalex,zefamax,zefarox
zefamax,zefotax,zemomax
zefaxim,zefuxim,zenoxim
zeffix,zefix,zemfix
zefimed,zefixmed,zefumed
zefir,zefur,zetir
zefufed,zefumed,zefuvee
zetranex,zetrine,zetrinx
zinof,zinol,zinox
zitamol,zithrol,zitriol
zitharix,zithrix,zithrox
zithrocin,zithrovic,zithroxin
zolemed,zolemep,zolemet
zolemet,zoliget,zologet
zolicef,zoligen,zoliget
zoligen,zologet,zoloren
zoligen,zoloren,zolphen
zuredel,zuregem,zurevee
zyclodex,zynodex,zytodex
aarexone,adresone
abdin,abrin
abiron,abirone
abiron,amiron
abiron,avirin
abirone,abitrone
abixa,apixa
abradex,aemadex
abradex,paradex
abradex,tobradex
abrexin,acrexon
abrexin,ambroxin
acaldin,actidin
acaldin,analmin
acaldin,rocaldin
accecef,acecef
accecef,acrocef
acceclar,accellac
acceclar,aceclav
acceclar,acneclear
accecoline,aecoline
accefixime,cefixime
accepan,accetran
accepan,ulcepan
accetaxime,aetaxime
acecef,acecof
acedrine,orcedrine
acefin,acevon
aceflo,adeflo
aceformin,ceforin
aceformin,sheformin
acemol,aemol
acerblock,herblock
acetafen,acetaffein
acetafen,acetagen
acetafen,catafen
acetor,aletor
acetra,cetra
acicare,bacticare
aciclogen,diclogen
acidem,aviden
aciflam,aciflux
aciflam,acuflam
acifre,acifree
acifree,aciprex
acifree,bactifree
acilev,aculev
acimed,azimed
acipraz,aciprex
acipraz,unipraz
acipredex,aciprex
acipredex,ciprodex
acipro,azipro
aclav,alclav
aclitel,amlotel
aclor,amclor
acnecare,appecare
acneclear,alleclear
acotril,alcotri
acotril,azcotil
acotril,racetril
acrexon,acroxyn
acrexon,appexon
acrocef,cecrocef
acrocef,macrogef
acroxyn,raproxyn
acroxyn,seroxyn
actein,acteine
actein,axtrin
acteine,seteine
actidin,bacticin
actiflor,bactiflox
actilax,altolax
actimax,lactomax
activent,bactigent
actonate,octanate
acumen,acumet
acumox,aumox
acumox,ocumox
acumox,scimox
acurium,becurium
acutocin,aztocin
acuzolid,axazolid
adamol,azamol
adapasenz,dopasenz
adcal,dcal
adfen,adfer
adisart,adivast
admox,aumox
adolpan,dolpain
adrenin,adrepine
adrenin,adrycin
adrepine,adresone
adresone,presone
adretam,amcetam
adrim,aerum
adrycin,aldricin
adrycin,almycin
adzosin,aezolin
aecipro,aspipro
aecipro,cefipro
aecoline,aezolin
aecoline,ecolide
aecys,zaecys
aefol,aefox
aefol,aemol
aefol,anfol
aeketo,alketo
aelox,avelox
aemadex,almodex
aemadex,asmalex
aemadex,hemanex
aenor,amnor
aepanpraz,panpraz
aepotin,aezolin
aepotin,amlotin
aepotin,aropotin
aeprazole,marprazole
aericure,atracure
aericure,ceticure
aerinex,burinex
aerinex,lewinex
aerobidol,anerobizol
aerokids,aeronide
aerolac,aeromax
aerolac,affolac
aeromax,alertmax
aeromax,amsomax
aeromax,auromox
aeromax,tacromax
aerotamol,nuerotamol
aerovent,atrovent
aerox,cerox
aesopra,metopra
aetaxime,altoxime
aetaz,amtaz
aetaz,cetaz
aetram,aztram
aetram,letram
aetricef,retracef
aezar,anzar
aezinc,aizinc
afebral,xfebril
affocaine,aurocaine
affolac,apfolic
afforvit,aforvir
affozole,atrozole
aflacin,inlacin
aforbes,atorbet
aggrastat,tigrastat
agiolax,altolax
aguadexa,guadexal
aguamox,guiamox
agyzide,ajezide
aimafix,airefix
ainofil,aminosil
airefix,gicefix
airex,atrex
airex,virex
airokast,biokast
airtal,artal
aizerone,liverone
aizet,alzet
ajesart,cresart
akidol,amixol
aknizol,akrizol
akrifine,akrizine
akrizol,aurinol
akucoline,skicoline
alabsar,almesar
alamin,alamine
alamin,alumin
alamine,calamite
alamine,dilamine
alamine,valemine
alapain,aluprin
alapain,parapain
albestan,olmestan
albez,alges
albezol,elbazol
albothyl,liothyl
albroxol,ambroxyl
albulem,alburel
albumax,ambimax
albumax,salbumax
alcefur,allecur
alcefur,bacefur
alcemax,allermax
alcid,aldic
alcogen,dulcogen
alcoplus,calciplus
alcorvit,altovit
alcoshield,micoshield
alcostar,palnostar
alcoxib,alfoxin
alcoxib,arcoxia
alcoxib,celcoxib
aldazole,aldezol
aldazole,godazole
aldic,almic
aldic,alrif
aldic,qodic
aldizar,amdozar
aldomet,aldromet
aldomet,alqoket
aldrox,alerix
alerchek,allerchem
alerid,alerix
alertmax,allermax
aleva,alevo
alevio,alevo
alfoxin,aploxin
algesia,aljesik
algicap,angical
alixime,alixone
alixone,plaxone
alizol,alizor
alizol,amizol
alizor,alzor
alkacel,altacef
allercef,allerchem
allerchem,allerphen
allerex,ulcerex
allerfen,almefen
allergo,allerpro
allergostop,allerstop
allerheal,allerwell
alleright,celeright
allerive,allerzine
allermin,celermin
allernil,allerphil
allerphen,allerphil
allerteen,allertrene
allertin,avertin
allezal,aprezal
allunol,aprunol
allurase,alpurase
alma,aluma
almesar,asmasar
almesar,olmezar
almic,alnix
almopin,almycin
almopin,altoprin
almopin,amlopin
almopin,calmodin
almopin,nimopin
almycin,azmicin
almycin,dalamycin
alodine,anodyne
alodine,pyodine
aloket,alqoket
alovell,exovell
alpurin,aluprin
alpurin,aspirin
alpurin,xanpurin
alqoket,amkoket
alrezin,filrezin
altacar,altacef
altacar,altamax
altacef,altozef
altamax,antamac
altamax,dalamax
altamax,olzamax
altamax,vitamax
altocid,altocom
altocid,altovit
altocid,aztocin
altocid,ketocid
altoclav,altolax
altoclav,bactoclav
altocom,ritocom
altoflox,amkoflox
altoflox,otoflox
altogest,altovast
altolax,estolax
altomox,auromox
altomox,eleomox
altoprin,aluprin
altovast,altovit
altovit,altovox
altovit,altozith
altovit,calnovit
altrazide,artazide
altrazide,ultrazid
altussan,atussin
alumetz,flametz
aluzet,alzet
alventil,salventin
alvogen,alvolin
alvolin,xalvobin
alvozol,fleozol
amadol,anaxol
amadol,aradol
amadol,damadol
amair,amzur
amair,asmair
amalvex,amoltex
amalvex,ampivex
amalvex,amsulvex
amalvex,asmalex
amantin,amlotin
amantin,aurantin
amantin,avastin
amantin,azentin
amaxin,imaxin
ambdart,armadart
ambdart,avodart
ambesyl,amlosyl
ambicaine,ambiclin
ambicaine,ambidine
ambical,ambiclav
ambical,ambidol
ambical,ambimax
ambical,ampiral
ambical,angical
ambicipro,ambisopro
ambiclav,ambiclin
ambiclin,amkoclin
ambiclin,ampicin
ambidazol,ambidol
ambidazol,ambprazol
ambidine,amdipine
ambidol,amsodol
ambiflu,tamiflu
ambilyte,ambrolyte
ambimax,kabimax
ambimide,amblomide
ambimox,augimox
ambimox,combimox
ambimox,harbimox
ambinerv,auxinerv
ambipen,amoxipen
ambipen,amsopen
ambipen,harbipen
ambisopro,ambisor
ambitocyn,ambtocyn
ambixime,amkoxime
ambloc,arbloc
ambprazol,ambrazole
ambprazol,ariprazol
ambprazol,meprazol
ambrazole,amibazole
ambrocare,ambrocor
ambrocor,ambrotor
ambroflam,ambrolem
ambrolem,amprofem
ambronx,ambrorex
ambronx,ambrox
ambroppex,ambrorex
ambrorex,amlorex
ambroset,ambrovit
ambroset,amnoset
ambrosyn,ambtocyn
ambrovit,ambroxin
ambrox,amprox
ambroxin,meroxin
amcetam,malcetam
amcitrol,amlytrol
amcivir,ampivin
amclor,amelor
amdipine,kodipine
ameciron,mediron
amefocin,amezolin
amefocin,anerocin
amefocin,meforin
amicyn,vamicyn
amidozil,aminosil
amigard,aspigard
amigard,avagard
amiken,aziken
aminocare,aminozyre
aminoden,amiodex
aminolog,aminosol
aminoral,amiodal
aminosil,amlosil
aminotrene,amlotrene
amio,amso
amiobas,amiodal
amiobas,amlobes
amiodal,amiodex
amiodal,amlodac
amiodal,amsodol
amiphil,raniphil
amixlo,amixol
amixol,amizol
amixol,amoxil
amizol,amzol
amkoclin,amsolin
amkoclin,arkocin
amkodine,amkoteine
amkofol,amsodol
amkoket,amkomep
amlin,amlix
amlin,amlon
amlocare,ampicare
amlocare,kamocare
amlocare,xylocare
amlodine,amlodipex
amlodipex,amlopex
amlodipex,lodipex
amlodisan,amlotitan
amlodn,amlon
amlodn,amlorh
amlofar,melofar
amlog,amlon
amlopin,danlopin
amlopress,ampress
amlopril,emlopril
amlorex,avtorex
amlosar,amlostan
amlostan,amoxstan
amlotech,amlotel
amlotech,oflotech
amlotin,amnotic
amlovac,amlovin
amlovin,ampivin
ammocil,amtacil
amnotic,anmotic
amoclav,amocled
amoclav,amsoclar
amocled,amocleed
amoxden,ampiden
amoxden,enoxden
amoxden,tamoxen
amoxipen,cloxipen
amoxivee,moxilee
amoxstan,atorstan
ampholip,ampholyn
ampholyn,lipholyn
amphonex,ciphonex
ampicare,ampimar
ampicin,azmicin
ampiden,ampisuden
ampiden,apiden
ampiden,lopiden
ampimar,ansimar
ampimax,ampivex
ampimax,aspimix
ampiral,ampirilz
ampisulmax,ampisultam
ampita,ampitam
ampitam,yupitam
amptrex,doptrex
amptrex,ramtrex
amso,imso
amsodex,casodex
amsolin,tamsolin
amsolin,ursolin
amsomax,tamsumax
amsomax,ursomax
amsomep,amsumed
amsuduo,amsulduo
amsul,lamsul
amsumed,ansulmed
amsutas,tamsudas
amtrix,tamtrix
amucogen,mucugen
amzol,anzol
amzol,omzol
anaferon,anaseran
anaferon,anatero
anagic,analgic
analin,analmin
analmin,antamin
anator,avator
anazole,onizole
anclotic,anmotic
andimycin,medimycin
andrex,indrex
anebloc,azibloc
anebloc,neobloc
anebloc,omebloc
anekcin,anektil
anekcin,anerocin
anektil,aneptil
aneptil,azepril
anerocin,aztrocin
anexa,ranexa
anfloxol,aploxol
anfol,anzol
angical,angicarv
angical,angicee
angical,angimax
angical,ranical
angicarv,angihart
angicee,regicee
angihart,xanginart
angimax,ansimar
angimax,augimox
angimax,indimax
angimax,logimax
angimed,antamed
angimed,appimed
angimet,angivent
angimet,antrimet
angimet,arcimet
angiogen,angiogrel
angioten,angitec
angiovert,angivent
angivent,rogivent
annaget,ondaget
anpheclor,typheclor
ansulmax,ansulmed
antamed,asmamed
anzenil,apzanil
apcalvit,apcevit
apcamphor,camphor
apcee,gapcee
apcevit,appevit
apfolic,cefolic
apfolic,sapholic
apiden,aviden
apidra,apivra
apixa,apixar
aplitax,maclitax
aploxin,aploxol
aploxin,opmoxin
aploxin,raplexin
aploxin,veloxin
appelife,lopelife
appemin,appevit
apperon,sapheron
appesaph,azeesaph
appetal,appetan
appetal,aprezal
appetan,appetanyx
appetan,appetason
appetan,appetens
appetan,aprotan
appetan,capetan
appetason,appettron
appetrex,appetrix
aprevaz,aprezal
aprezal,aprezin
aprotan,atropan
aprovasc,provasc
aprunol,aurinol
aptgesic,opigesic
aptradol,cetradol
aptradol,optrazol
aptradol,raptrasol
aralev,stalev
arcicort,fucicort
arcicort,tricort
arcimet,urcimed
arcoxia,cecoxia
arcoxia,tricoxia
ardilol,eodilol
argicox,argifix
argicox,augimox
argifix,regifix
argixime,largexime
argixime,regixime
arigen,irigen
arixtra,avistra
arkocin,aztocin
arkocin,zarocin
armal,artal
armalanic,armaxenic
armazoline,armocoline
arnil,zenil
aroled,proled
aropen,ropen
arpip,arpipo
artazide,erazide
arthran,zithran
arvexone,arvoxon
asadin,atadin
asaprim,isoprim
asbutol,nobutol
asbutol,pasbutyl
ascanex,asmalex
asconzee,ascorbzee
ascopen,ascozin
ascopen,hyscopen
ascophil,atrophil
ascophil,micophil
ascorb,nascorb
ascorbtree,ascorbzee
ascorbzee,scorbzee
ascorgen,atorgen
ascorsaph,ascorseth
ascorsaph,atorsaph
ascortin,efcortin
ascotwin,vasotwin
asetron,axepron
asetron,isotron
asetron,onsetron
asetron,savetron
asetron,setrion
asmaclear,asmaler
asmaclear,axmaclear
asmagen,asmagone
asmaler,asmasar
asmalin,asthalin
asmamed,nasamed
asmaplex,femaplex
asomex,axonex
aspicard,lopicard
aspidon,aspitor
aspidon,auspidol
aspidon,rapidon
aspigard,mupigard
aspigen,espogen
aspigen,mupigen
aspimix,aspirin
aspipro,astapro
aspipro,mupipro
aspirin,bespirin
aspirin,osporin
aspitor,lipitor
asterol,astrol
asterol,meterol
astezol,eastmezol
astezol,osteozol
astimol,asvimol
astimol,fastamol
astrofen,estrofem
astrofen,gastrozen
astrozole,ostiozole
asulbac,disulbac
atadin,stadin
atasart,avazart
athrodim,atrodix
atoren,atorgen
atorgen,atorwin
atorgen,clorgen
atorgen,etorigen
atorphil,atrophil
atorpine,atorwin
atorstan,forstan
atorvas,atovas
atorvas,itorvaz
atorvas,toravas
atracor,atracure
atracor,ibracor
atracor,strator
atracor,ultracor
atracure,paracure
atrex,attex
atrex,mtrex
atrex,zyrex
atrodix,bactrodix
atropan,atropos
atrophil,merophil
atrophil,triophil
atropos,atrosol
atrosol,atrozole
aubrex,lubrex
aurinol,aurosol
aurinol,furinil
aurinol,purifol
aurohex,auromox
aurohex,furonex
auromox,aurosol
auromox,sucomox
aurosol,nurocol
avagard,avazart
avagard,mevagard
avagard,paragard
avamab,avamax
avarin,avirin
avas,avax
avastin,vasitin
avator,avitor
avazart,avodart
avazart,novazart
avertin,azentin
aviar,avsar
avisaph,azisaph
avtorex,azthrex
axazolid,diazolid
axbin,axibin
axbin,axqin
axenate,maxnate
axenate,zeenate
axepron,exeprin
axepron,omepron
axiban,axibin
axiban,paxiban
axiclav,xiclav
axillin,excillin
axitro,xitro
azacytin,fazactin
azartan,ysartan
azcornate,hycornate
azcotil,mucotil
azeecor,zeecorb
azeesaph,azisaph
azeesaph,calzeesaph
azenc,azent
azenc,aznc
azepril,zepdril
azibloc,epibloc
azibloc,lacibloc
azicare,azicass
azicare,azithcare
azicare,zincare
azilin,azimin
azilo,aziqo
azilo,azlo
azimac,azomac
azimed,azimef
azimed,lazimed
azimin,azimit
