Brand Name,Confusible,label
Florvast 80,Gabasaph-300,u
Vesogen,Asvent,u
Nutri-Aid,Euroxime,u
Ambrogen,Syngly-4,u
Ketroxen,Khrizcopan 10,u
Twinrix Adult,Drexabion,u
Goxsime IV,Saphmirate-T50,u
Hinuron-E,Obrex,u
Unotation,Klomif,u
Folironplex,Atorsaph,u
Powermint,Tiradol,u
Urogen,Sulbacin 0.75,u
Telminex-80,Acetyphil,u
Twinrix Adult,Ampisulmax,u
Ammocil,Depamax,u
Dexplatin,Saphciferol-2000,u
Nebstyle 5,Zefifarm,u
Hycortil,ARB,u
Tylin,Biozart 50,u
Nicaright,SUREF,u
Ampisulmax,Elifer,u
EC-Vit,Symdex-D Forte,u
Muconil,Mepracid 40,u
Sanoxime,Nicaright,u
Procee Plus,Saphylline,u
Cilosol 50,Maxi-Peel Solution No. 4,u
Clofina,Biozart 50,u
Procee Plus,Acecof,u
Prozin,Bluecozone,u
Taksorbet,Feona FZ,u
SPIRE,Clonisaph-Inf,u
Bico-120,Docxol,u
Zobexelle,Powermint,u
Telminex-80,Silgram,u
CEFTAZIDEN,Trimevasc,u
Nature-E,Hepamedica,u
Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),Indirab,u
Roxxin,Plasid,u
XAMIOL,Sybromex,u
Ampic-500,Biemefrin,u
Huanopril,Norash,u
Kedar,Lozamex,u
Portemp,Sofenac,u
Zincsulsaph,Martham,u
AFM,Coxigen-60,u
Vesogen,Apcee,u
AMSUL,Aldic,u
DAPA-5,Uriflo-D,u
Medzotam,Eye Glo Relief,u
Saphixime 200,Symdex-D Forte,u
AMSUL,Ketodix,u
HES-130,Complivit Plus,u
Clonisaph-Inf,Erlocip 150,u
Avax,Clavaxie 312.5 DT,u
Zobexelle,Prazkon,u
Maalum,Paraflu,u
HAPI-C + Z,J-Tinib,u
Ampisulmax,Duphalac,u
Ranipen,Flammasul,u
G-PRAZ,Twinrix Adult,u
Prasusafe,Providol,u
Nervilor 150,Polynerv 1000,u
SPIRE,Powermint,u
Aldic,Cefukon-DS,u
Vomivert,Bacracil,u
Glocare Plus,Fixcure,u
Pneumocon 13,Nicaright,u
Goxy Inj,Neurophrine,u
Nazogen,Silbecor,u
Fendexi,Asvent,u
Euroxime,Belara,u
Fendexi,Zolvar,u
Asvent,Linesave,u
Malapine-10,Geobactam-1.5,u
Dexplatin,Hepamedica,u
Nicaright,Nizoled-600,u
Dimetapp DM Cold and Cough Elixir (Colour Free),Mepracid 40,u
Brexi 0.5,Tazidem,u
Flucopharm,Amlocare Plus,u
Euroxime,Telday H 80/12.5,u
ESSENCEE,Voricoz,u
Hyolax,Euromycin,u
Zenkast,Livamin,u
G-PRAZ,Pause 500,u
Tiradol,Atorsaph,u
Tres,XAMIOL,u
Muconil,Norash,u
Tramicet,Neo-Synalar 10,u
Linesave,Remicade,u
HAPI-C + Z,Regivell,u
Nicaright,Fendexi,u
Xaroban,Lozamex,u
Parabufen,Aziro-500,u
Belara,Exalac,u
Klomif,Belara,u
Amidozil,Mentra 10,u
Gliflomet 500 + 5,Triloupe,u
Xafariv 15,Gliflomet 500 + 5,u
Clonisaph-Inf,Tigilyn,u
Xafariv 15,Aldic,u
Emzart 80,Dorzodin Plus,u
Tazidem,Astrofen,u
Indirab,Orfemed,u
Voriz,Monphevin,u
G-PRAZ,Dexplatin,u
Prazkon,Martham,u
Glyhart,Malapine-10,u
Flazole,Ezz-C,u
Hematozol 50,Zerone-Sul,u
Ketomitab,Udcapro,u
Cistovent,Zolvar,u
Kedar,Diakon MR,u
Piorance-15,Dexplatin,u
Zerone-Sul,Prazobac,u
Anifer,Martham,u
Gem Pan 1000,HES-130,u
Piperwell,Cefiden,u
Bronchonov,Amlobes,u
Enervon C,G-PRAZ,u
CIFREM,Cavsamir,u
Dexplatin,Plogrel,u
Diakon MR,Acetaffein,u
Clopres,Kodex,u
Sybromex,Khrizcopan 10,u
MON-G C,Hematozol 50,u
Prazkon,Gem Pan 1000,u
Diquas-S,Clavaxie 312.5 DT,u
Maxitron,Gem Pan 1000,u
Cerox,Gliflomet 1000 + 10,u
Lotadim,Tres,u
ESSENCEE,Hyolax,u
Olzitec,Monphevin,u
Gem Pan 1000,Robitussin EX,u
Metdazid,Asterol,u
Valazyd AM 10/160,Varivax,u
Gabasaph-300,Avax,u
SPIRE,Omnicure-1,u
Plogrel,Prozin,u
Mupisur,Welzpime 1000,u
Cistovent,Elifer,u
Sinustap,Drexabion,u
Ipracare,Unotation,u
Zincsulsaph,Hyolax,u
Propravest,Avator,u
Urogen,Medifortan-C Plus Zinc,u
Trenaxin,Acecof,u
Genoxiclav,Orfemed,u
Arcimet,Acuvis,u
Nervcedil,Naabak,u
Cistovent,Clavxytin,u
Dilantin,Complivit Plus,u
Acecof,Goxsime IV,u
Ampisulmax,Ursodynova 300,u
Rifoxane,Flovidiazine,u
Gliflomet 1000 + 10,Mucolyptus,u
Cavsamir,Flovidiazine,u
Amtacil,Gliflomet 500 + 5,u
Irbenov-300,Bacracil,u
Erlocip 150,Mupifer-C,u
Euromycin,Hycortil,u
Ekosart,Mepracid 40,u
Gem Pan 1000,Hycortil,u
Zudicort,CEFTAMED,u
Gompsul 750,Genoxiclav,u
Pantopraz IV,Healthcare Paracetamol (For Export Only),u
Udcapro,Norash,u
F-ZEEN,Stanis,u
Hinuron-E,Clavxytin,u
Levesaph,Robitussin EX,u
Zantol,Sinustap,u
Neurophrine,Prozin,u
Saphylline,Genoxiclav,u
HES-130,Luzinc,u
Prixanep-500,Xaroban,u
Unotation,Maxi-Peel Solution No. 4,u
Angimet,Amtacil,u
Decolgen,Amlobloc Duo,u
Cetirid,Voltaren Emulgel 12 Hours,u
Medwin,Prasusafe,u
Carbastal,Hematozol 50,u
Histacort,Cefolic,u
Robitussin EX,Sinustap,u
Eslo 20,Enervon C,u
Nervcedil,Normabrain-800,u
Ranipen,Floxsafe,u
Ambrogen,Huanopril,u
Uriflo-D,Diquas-S,u
Acetyphil,Exalac,u
Pregalife,Andros,u
Biozart 50,Polynerv 1000,u
Dimetapp DM Cold and Cough Elixir (Colour Free),Kingfloxin,u
Decolgen,Prasusafe,u
Bico-120,SPIRE,u
Trimevasc,Folart,u
Forair 250 DPI,Cerox,u
Tigilyn,Eracef-S,u
Regivell,Esmazol,u
SUREF,Piperwell,u
Sanoxime,Nazogen,u
Vertisaph-8,Cefiden,u
Polynerv 1000,Cefitrene 100,u
Nervilor 150,Martham,u
Welzpime 1000,Medwin,u
Medwin,DIPP-4 PLUS,u
Mentra 10,Eopenem,u
Linesave,Gabasyn,u
Amlocare Plus,CFX-200,u
Medwin,Zudicort,u
Silbecor,Twinrix Adult,u
DIPP-4 PLUS,Erlocip 150,u
Anifer,Roxxin,u
Acecof,SUREF,u
Normabrain-800,Vigadexa,u
Amidozil,Acetyphil,u
Frenvo,Diquas-S,u
Ketomitab,Vomivert,u
Awanay Forte,Maalum,u
Essenscents,Uriflo-D,u
Olangem OD 20,Powermint,u
Geobactam-1.5,Zolid Plus,u
Trimevasc,Huanopril,u
Zincsulsaph,Ecolide,u
HAPI-C + Z,Aziro-500,u
Lovaz,Folart,u
Acuvis,Zylura 80,u
Neurophrine,Pranol,u
Siderfol,Glimesaph T4,u
AFM,Amlocare Plus,u
Naabak,Neo-Synalar 10,u
Brexi 0.5,Ezz-C,u
Clopres,Profmax,u
Tigilyn,Udcapro,u
Acetyphil,Qortisol,u
Nutri-Aid,Drexabion,u
Goxy Inj,Vigadexa,u
Cistovent,Ceftris,u
Strocit 4 mL,DAPA-5,u
Moxinova CV,Levesaph,u
Mupisur,Xylocare,u
AFM,Ampisulmax,u
Zitabin-200,ESSENCEE,u
Sofenac,Omnicure-1,u
Florvast 80,Lox,u
Dafenac,White Flower SR,u
Florvast 80,Fixcure,u
Coxigen-60,Goxy Inj,u
Sildiaz,Nature-E,u
White Flower SR,Euroxime,u
Mupifer-C,Zithrovic,u
Tractoban,Omnicure-1,u
Engerix B,Healthcare Paracetamol (For Export Only),u
Symdex-D Forte,Torval-80,u
Fevaxid DS 250,Anifer,u
Axbin,Indirab,u
Flucopharm,Telminex-80,u
Dilantin,Docxol,u
Emizole,Robitussin EX,u
Glimesaph T4,Nervcedil,u
Ampic-500,Ivtig,u
Ketomitab,CIFREM,u
White Flower SR,Diquas-S,u
Nutri-Aid,Ampisulmax,u
Unotation,Euromycin,u
Transmetil,Amtacil,u
SUREF,Beralipids,u
Amlobloc Duo,Dimetapp DM Cold and Cough Elixir (Colour Free),u
Orfemed,Zincsulsaph,u
Hepses,Vomivert,u
Dorzodin Plus,Zetron,u
Avator,Alsea-E,u
Ipracare,Voriz,u
Anifer,Voriz,u
Ezz-C,ARB,u
Qortisol,Mupisur,u
Docxol,Zitabin-200,u
Naphcon-A,Udcapro,u
Triloupe,Olzitec,u
SUREF,Cistovent,u
Bluecozone,Pemtero 500,u
Nutri-Aid,Engerix B,u
Bronchilax,Kedar,u
Pneumocon 13,Xylocare,u
Paraflu,Onecure,u
Pio-Source,Prasusafe,u
Latosil,Irbevex 300,u
Bico-120,Feravin,u
Gofuroxime,HAPI-C + Z,u
Saphixime 200,CIFREM,u
Cerox,Sinustap,u
Flovidiazine,Neurophrine,u
Ampisulmax,Xephyra 30,u
Martham,Silgram,u
Feona FZ,Fevaxid DS 250,u
Rifoxane,Klomif,u
Belket,ARB,u
Pneumocon 13,Docxol,u
Docxol,Asvent,u
Prozin,Brexi 0.5,u
Aldic,Muskelax,u
Rifoxane,Hyolax,u
Folart,Ipracare,u
Tigilyn,Robitussin EX,u
Gabasyn,Plogrel,u
Anifer,Exalac,u
Klomif,Nervcedil,u
Avator,Epribenz-10,u
Bronchonov,Dorzodin Plus,u
Qortisol,Parabufen,u
BRILIPAN-20,Neo-Synalar 10,u
Amikate,Giran-16,u
Multibet Plus,Ampisulmax,u
Pranol,Atussin,u
Apcee,Emizole,u
Polynerv 1000,Livamin,u
Vomivert,Hematozol 50,u
Nicaright,Dilantin,u
Zolid Plus,Benace,u
Amapine V 5/160,Plasid,u
Gem Pan 1000,Gompsul 750,u
Fixcure,Stanis,u
Ampisulmax,Ceftris,u
Polynerv 1000,CEFTAZIDEN,u
Mupifer-C,Klomif,u
Accetaxime,Duphalac,u
Cerin-250,Cortef-250,u
Pentaglobin,Pranol,u
Strocit 4 mL,Ambrogen,u
Normabrain-800,Floxsafe,u
DAPA-5,Dimetapp DM Cold and Cough Elixir (Colour Free),u
Cefiden,Cortef-250,u
Plasid,Telday H 80/12.5,u
Tigilyn,Sulbacin 0.75,u
Polyderm 4,Cefukon-DS,u
Syngly-4,Erlocip 150,u
Unotation,Coxigen-60,u
Malapine-10,Euromycin,u
Arcimet,Enervon C,u
Geobactam-1.5,Forair 250 DPI,u
XOVIRAL,Cefukon-DS,u
Genoxiclav,Twinrix Adult,u
Bico-120,Pause 500,u
Gompsul 750,Histacort,u
Urogen,DAPA-5,u
Aziro-500,Ezz-C,u
Diakon MR,Emzart 80,u
Fedpain,Transmetil,u
Clofina,Pio-Source,u
Fevaxid DS 250,G-PRAZ,u
Moxinova CV,Flazole,u
Cosopt,Udcapro,u
Geozit,Plasid,u
Regivell,RegiCee,u
Mucolyptus,Alozure,u
Saphixime 200,Torval H 320/12.5,u
Ivtig,Huanopril,u
Genoxiclav,Pantin 40,u
Transderm-Nitro 5,Olandus ODT 5,u
Nervilor 150,Nebstyle 5,u
Metacartin,Obrex,u
Rozuhil-20,Xylocare,u
Mupifer-C,Zetron,u
Ipracare,Depamax,u
Strocit 4 mL,Saphciferol-2000,u
SUREF,Pregalife,u
Extocin,Monphevin,u
Cetirid,Flammasul,u
Silbecor,Triloupe,u
Procee Plus,Metacartin,u
Muskelax,Lotadim,u
Lotadim,AFM,u
Myrevit-B Forte,Forair 250 DPI,u
Acetaffein,Risek 40,u
Neo-Synalar 10,Zitabin-200,u
CFX-200,Olzitec,u
Exalac,DIPP-4 PLUS,u
XAMIOL,Saphciferol-2000,u
Hyolax,Cefitrene 100,u
Torval H 320/12.5,Strocit 4 mL,u
Hinuron-E,Transderm-Nitro 5,u
Tacroz Forte,Histakon,u
Cefukon-DS,Engerix B,u
Polyderm 4,Xephyra 30,u
Parkimet CR,Medicol I-400,u
Irbevex 300,Medifortan-C Plus Zinc,u
Metdazid,Atussin,u
Cosimetz,Aldic,u
Talafil,Maxitron,u
Zolvar,Kodex,u
Parkimet CR,Ekosart,u
Apcee,Bico-120,u
Udcapro,Roxime,u
Luzinc,Exalac,u
EC-Vit,Prixanep-500,u
Benace,Ursodynova 300,u
Valazyd AM 10/160,Clofina,u
Alozure,Folironplex,u
Naabak,Preven-Z Gold,u
Apilone,OTOFLOX,u
Parkimet CR,Hematozol 50,u
Rifoxane,Brexi 0.5,u
Medicol I-400,Zudicort,u
Avator,Trimevasc,u
Ibles,Maalum,u
Krijenta,Nature-E,u
Clofina,Onecure,u
Glimesaph T4,Roxxin,u
Rozuhil-20,Pranol,u
Nebstyle 5,Orfemed,u
Xephyra 30,Syngly-4,u
Milgesic Forte,Meditrexed-500,u
Avax,Amlobloc Duo,u
Clonisaph-Inf,Cordizar,u
Martham,Hycortil,u
Saver Select,Tractoban,u
Goxy Inj,Klomif,u
Cortef-250,Ursodynova 300,u
Nervilor 150,Metacartin,u
Dilantin,Transderm-Nitro 5,u
Acetaffein,Piorance-15,u
Vomivert,Zolvar,u
CEFTAZIDEN,Piperwell,u
Lox,Ammocil,u
Bluecozone,Pantopraz IV,u
Gabasyn,Ipracare,u
Fedpain,Silbecor,u
Atropos,Polyderm 4,u
Plasid,Diakon MR,u
Xet 20,Frenvo,u
DAPA-5,Awanay Forte,u
Torval H 320/12.5,Extocin,u
Drexabion,AMSUL,u
Unotation,F-ZEEN,u
Lozamex,Zyrova 20,u
Flazole,Ampisulmax,u
Amidozil,CFX-200,u
Benace,Sybromex,u
Glimesaph T4,G-PRAZ,u
Procee Plus,Sybromex,u
Mentra 10,Saphylline,u
Medwin,Awanay Forte,u
Pio-Source,Medzotam,u
Irbevex 300,BRILIPAN-20,u
Hepamedica,Andros,u
Coxigen-60,Krijenta,u
Syngly-4,Valcef,u
Prasusafe,Fulzimed,u
Obrex,Rifoxane,u
Zolid Plus,Thiosol,u
Glimesaph T4,Geobactam-1.5,u
Gliflomet 1000 + 10,SUREF,u
Beralipids,Fendexi,u
Medifortan-C Plus Zinc,Tigilyn,u
Triloupe,Dilantin,u
Bactezole,Dorexcef,u
XAMIOL,Zyrova 20,u
Neurophrine,Pemtero 500,u
Klomif,Flucopharm,u
Capeceen,Avax,u
Vertisaph-8,Drexabion,u
Colvan,Bacracil,u
Lexib,RegiCee,u
Talafil,Fendexi,u
HES-130,Livertiale,u
Ranipen,Brexi 0.5,u
Gofuroxime,Gem Pan 1000,u
Torval-80,Cetirid,u
F-ZEEN,Tylin,u
Cosopt,Prozin,u
Clopres,Cefiden,u
Prixanep-500,Parkimet CR,u
Livertiale,Aldic,u
Paraflu,Anifer,u
Tres,Pentaglobin,u
Awanay Forte,Julitam I.V.,u
Zefifarm,Acuvis,u
Huanopril,Siderfol,u
Zobexelle,Krijenta,u
Biemefrin,Beralipids,u
Pio-Source,CIFREM,u
Levesaph,Xephyra 30,u
Zolvar,Vertisaph-8,u
Enervon C,RegiCee,u
Transmetil,Diabee,u
Gabasaph-300,ESSENCEE,u
Capeceen,Mucolyptus,u
Angimet,Depamax,u
Gliflomet 500 + 5,Ampic-500,u
Dilantin,Zincsulsaph,u
Cistovent,Tractoban,u
Avator,Sitixime,u
Pio-Source,Pranol,u
Strocit 4 mL,Haruvita,u
Onecure,Levesaph,u
ARB,Silbecor,u
Bico-120,CIFREM,u
Amtacil,Esmazol,u
Trimevasc,Symdex-D Forte,u
Medwin,Biemefrin,u
Clonisaph-Inf,Qortisol,u
Udcapro,Parkimet CR,u
Medzotam,Accetaxime,u
Clavxytin,Procee Plus,u
Clavaxie 312.5 DT,Rozuhil-20,u
Apilone,Maxi-Peel Solution No. 4,u
Vomivert,Rozuhil-20,u
Zobexelle,Aperusvit F,u
Ketroxen,Olangem OD 20,u
Cefiden,Gastrosaph,u
Gastrosaph,Bacracil,u
Normabrain-800,Parabufen,u
Onecure,Cetirid,u
Flovidiazine,Tres,u
Amlobes,Asvent,u
Lovaz,Acrolim 0.1,u
Sybromex,Pneumocon 13,u
Providol,Emzart 80,u
Pregalife,Transderm-Nitro 5,u
ESSENCEE,Sitixime,u
Lozamex,DAPA-5,u
Rondvit Plus C,Zincsulsaph,u
Norash,Pio-Source,u
Levesaph,Flucopharm,u
Pause 500,Cefohab,u
Hycortil,Ammocil,u
Amidozil,Zetron,u
Pranol,Bronchilax,u
Silgram,CFX-200,u
Tractoban,Vertisaph-8,u
Paraflu,Obrex,u
Clopres,Obrex,u
CFX-200,RegiCee,u
Fedpain,Cordizar,u
Dilantin,Erlocip 150,u
Saphciferol-2000,BRILIPAN-20,u
Extocin,Fendexi,u
Hycortil,Nizoled-600,u
Andros,Cetirid,u
Vomivert,Maalum,u
Glyhart,Vancokin,u
Cefiden,Prazkon,u
Portemp,MON-G C,u
Torval H 320/12.5,Lexib,u
Ketodix,Olzitec,u
Beralipids,Colvan,u
Mucolyptus,Sanoxime,u
Roxime,ESSENCEE,u
Cetirid,Krijenta,u
Ekosart,Ketomitab,u
Onecure,GOMILLIN 500,u
Mentra 10,Clopres,u
Cistovent,Acuvis,u
Myrevit-B Forte,Oxalivid 100,u
Maxi-Peel Solution No. 4,Giran-16,u
Pemtero 500,Transderm-Nitro 5,u
Lexib,Mupifer-C,u
Ursodynova 300,Plogrel,u
Normabrain-800,Diakon MR,u
Cilosol 50,Ambrogen,u
Varivax,Maxitron,u
Aldic,Eslo 20,u
Docxol,Zylura 80,u
Dafenac,HES-130,u
Martham,Hepses,u
Diflu,Remicade,u
Eracef-S,Astrofen,u
Norash,Oxalivid 100,u
Goxy Inj,Epribenz-10,u
Pio-Source,Acetaffein,u
Flazole,Erlocip 150,u
Zylura 80,Clavxytin,u
Ammocil,Clofina,u
Cortef-250,Roxime,u
Gabasyn,Beralipids,u
Zantol,Neo-Synalar 10,u
Qortisol,Belket,u
DARYTH,Pranol,u
Anplat,Emzart 80,u
Providol,Hematozol 50,u
Euroxime,Sinustap,u
Simbrinza,Welzpime 1000,u
Geozit,Symdex-D Forte,u
Parkimet CR,Acuvis,u
CEFTAMED,Portemp,u
Saphmirate-T50,Nervcedil,u
Zobexelle,BRILIPAN-20,u
Nizoled-600,Eye Glo Relief,u
Zitabin-200,Regivell,u
Zolid Plus,Belara,u
Cefiden,ESSENCEE,u
Cetirid,Cosopt,u
Esmazol,AFM,u
Lox,Meditrexed-500,u
J-Tinib,Tacroz Forte,u
Ipracare,Genoxiclav,u
Mucolyptus,Omnicure-1,u
Taksorbet,Histakon,u
Oxamax 500,Lexib,u
Propravest,Saphmustin,u
Zerone-Sul,Gotazo IV,u
Norash,Nebstyle 5,u
Tylin,Pause 500,u
Ipracare,Urogen,u
Prazkon,Syngly-4,u
Benace,Rixan 20,u
Dexplatin,Diflu,u
Lox,Regivell,u
Mucolyptus,Glyhart,u
Dilantin,Anifer,u
Trenaxin,Nutri-Aid,u
Mucolyptus,Telfast,u
Amlocare Plus,Xephyra 30,u
Eye Glo Relief,Sitixime,u
Atropos,Muskelax,u
Benace,Cefiden,u
Dorexcef,Muskelax,u
Nervilor 150,Zolid Plus,u
Biozart 50,CFX-200,u
Multibet Plus,Cerin-250,u
Fixcure,Piorance-15,u
Meditrexed-500,Hepamedica,u
Fulzimed,Martham,u
Beralipids,CIFREM,u
DARYTH,Saphylline,u
Roxxin,Hepamedica,u
Lozamex,Cetirid,u
Xephyra 30,Obrex,u
Medicol I-400,Transderm-Nitro 5,u
Syngly-4,Saphixime 200,u
Huanopril,Olzitec,u
Zudicort,Frenvo,u
Cortef-250,Voriz,u
Khrizcopan 10,Carbastal,u
Complivit Plus,Vesogen,u
Monphevin,Brexi 0.5,u
Orfemed,Ursodynova 300,u
Nutri-Aid,Nature-E,u
Providol,Zerone-Sul,u
Klomif,Bactezole,u
Bluecozone,Remicade,u
Prasusafe,Cerox,u
ARB,Sulbacin 0.75,u
Monphevin,Rondvit Plus C,u
Tylin,Pio-Source,u
Clonisaph-Inf,Naphcon-A,u
Beralipids,Glimesaph T4,u
Genoxiclav,Voriz,u
Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),Ceftris,u
Zyrova 20,Olangem OD 20,u
Ketroxen,Gem Pan 1000,u
Ranipen,Onecure,u
Xylocare,Tazidem,u
Amlobloc Duo,Nervcedil,u
CEFTAZIDEN,Tractoban,u
Medicol I-400,Flucopharm,u
Strocit 4 mL,Maxitron,u
Indirab,Medifortan-C Plus Zinc,u
Monphevin,Drenex,u
Fedpain,Zobexelle,u
Ekosart,Vertisaph-8,u
Erlocip 150,Euromycin,u
Parabufen,Martham,u
Risek 40,Bronchonov,u
Complivit Plus,F-ZEEN,u
Telfast,Ironse,u
Kedar,Platikon,u
Urogen,Ibles,u
Oxamax 500,Paraflu,u
Erlocip 150,Drenex,u
Gompsul 750,Diclonac,u
Ekosart,Nicaright,u
Telfast,Vomivert,u
Sofenac,Profmax,u
Symdex-D Forte,Zantol,u
Talafil,F-ZEEN,u
Zithrovic,Pantopraz IV,u
ESSENCEE,BRILIPAN-20,u
Medicol I-400,Neurophrine,u
Asvent,Metdazid,u
Glyhart,Saphmustin,u
Transderm-Nitro 5,Vesogen,u
Plogrel,Nazogen,u
MON-G C,Avator,u
Lotrilip,Udcapro,u
Welzpime 1000,Lovaz,u
Mepracid 40,Xet 20,u
Bacracil,Goxsime IV,u
Voricoz,Zeenate,u
Malapine-10,Floxsafe,u
Anifer,Zetron,u
Ironse,Tacroz Forte,u
Nizoled-600,Paraflu,u
Mepracid 40,Zylura 80,u
Kedar,J-Tinib,u
Vancokin,Eopenem,u
Telfast,Sildiaz,u
Diakon MR,Pause 500,u
Pantin 40,Fendexi,u
Relzin,Lotrilip,u
Rifoxane,Telday H 80/12.5,u
Beralipids,Talafil,u
Rondvit Plus C,Goxsime IV,u
Nature-E,Muskelax,u
Multibet Plus,Apcee,u
Voriz,Goxsime IV,u
Kingfloxin,Roxime,u
Aziro-500,Syngly-4,u
Flucopharm,Relzin,u
Tylin,Unotation,u
Euroxime,Prixanep-500,u
Oxalivid 100,Gabasyn,u
Nizoled-600,Atussin,u
Amlocare Plus,Risek 40,u
Prebamin 150,Norash,u
Asvimol,Dexplatin,u
Asvent,Kodex,u
AFM,Risek 40,u
Meditrexed-500,Eye Glo Relief,u
Essenscents,Muconil,u
Rotoket,Esmazol,u
Ursodynova 300,Lovaz,u
Norash,Ammocil,u
Ampisulmax,Amlobloc Duo,u
Glimesaph T4,Cilosol 50,u
Ecolide,Torval H 320/12.5,u
Nizoled-600,Amlocare Plus,u
Gem Pan 1000,Zefifarm,u
Geozit,Eracef-S,u
Dexplatin,Rondvit Plus C,u
Myrevit-B Forte,GOMILLIN 500,u
Talafil,CEFTAZIDEN,u
Duphalac,Olzitec,u
Acetaffein,Plasid,u
Tazidem,Silgram,u
Livertiale,SPIRE,u
Acrolim 0.1,Cordizar,u
Engerix B,Kingfloxin,u
Ketodix,Omnicure-1,u
Gompsul 750,Saphmirate-T50,u
Acuvis,XAMIOL,u
Dafenac,Roxxin,u
Healthcare Paracetamol (For Export Only),Piorance-15,u
Vertisaph-8,Neurophrine,u
Lozamex,Udcapro,u
Cosopt,Prazobac,u
Simbrinza,Mentra 10,u
Lotrilip,Prazobac,u
Ketroxen,Diquas-S,u
Docxol,Sanoxime,u
Exalac,Dorzodin Plus,u
Torval H 320/12.5,Histacort,u
Platikon,Giran-16,u
Martham,Nebstyle 5,u
Olzitec,Gem Pan 1000,u
G-PRAZ,Obrex,u
Clopres,Welzpime 1000,u
Amidozil,Fixcure,u
Carbastal,Silbecor,u
Amlocare Plus,Acrolim 0.1,u
Zolvar,HAPI-C + Z,u
Ironse,Hycortil,u
Ammocil,Nutri-Aid,u
Transderm-Nitro 5,Levesaph,u
Gastrosaph,Biemefrin,u
Varivax,Eracef-S,u
Diflu,Eopenem,u
Udcapro,Tazidem,u
Gabasaph-300,Cefitrene 100,u
Drexabion,Pemtero 500,u
Pio-Source,Ekosart,u
Voricoz,Kingfloxin,u
Flazole,Ammocil,u
Kedar,Aziro-500,u
Nature-E,Dimetapp DM Cold and Cough Elixir (Colour Free),u
Olandus ODT 5,Tigilyn,u
Platikon,Saver Select,u
Strocit 4 mL,Zylura 80,u
Lotadim,Maxi-Peel Solution No. 4,u
Ezz-C,Ampisulmax,u
Saphciferol-2000,Kingfloxin,u
Varivax,Benace,u
CIFREM,Bronchonov,u
Prebamin 150,Transderm-Nitro 5,u
Duphalac,Urogen,u
BRILIPAN-20,Stanis,u
Bico-120,Saphmirate-T50,u
Feona FZ,Pemtero 500,u
Epribenz-10,Huanopril,u
Hepamedica,Malapine-10,u
Torval-80,Saphciferol-2000,u
Gem Pan 1000,Onecure,u
Olandus ODT 5,Huanopril,u
Pantopraz IV,Cilosol 50,u
Drenex,Talafil,u
Euromycin,Aziro-500,u
Zincsulsaph,Amikate,u
Cefiden,Telday H 80/12.5,u
Drenex,Amtacil,u
Telday H 80/12.5,AFM,u
Vomivert,Risek 40,u
Fulzimed,Irebevex 150,u
Awanay Forte,XOVIRAL,u
Gofuroxime,Emzart 80,u
Ambrogen,Tylin,u
Preven-Z Gold,Valcef,u
Amlobes,Drenex,u
Duphalac,Axbin,u
Diclonac,Myrevit-B Forte,u
Orfemed,Duphalac,u
Nutri-Aid,Gem Pan 1000,u
Ceftris,Pentaglobin,u
Acuvis,Cavsamir,u
Florvast 80,Unotation,u
Rabaphen,Gliflomet 500 + 5,u
Awanay Forte,Profmax,u
Drenex,Hyolax,u
Oxamax 500,Anifer,u
Sitixime,ESSENCEE,u
Hinuron-E,Torval-80,u
Ekosart,Indirab,u
Simbrinza,Cistovent,u
SUREF,Gastrosaph,u
Ketodix,CEFTAZIDEN,u
SPIRE,Tractoban,u
Gompsul 750,Aldic,u
Insulyf-30/70 (Biphasic),Sanoxime,u
Siderfol,Nulong 10,u
ARB,Rabaphen,u
Maalum,Belara,u
Diabee,Cosimetz,u
Ironse,Asvent,u
Carbastal,Rondvit Plus C,u
Angimet,Folironplex,u
Providol,Vertisaph-8,u
Cefukon-DS,Bronchonov,u
Zitabin-200,Khrizcopan 10,u
Sildiaz,Providol,u
Epribenz-10,Erlocip 150,u
Mucoriz,Welzpime 1000,u
Emzart 80,Zolvar,u
Plasid,Nulong 10,u
Mupisur,Aperusvit F,u
Voriz,Portemp,u
Atorsaph,Muskelax,u
Fendexi,Portemp,u
AMSUL,Bico-120,u
Goxy Inj,Nature-E,u
Syngly-4,Enervon C,u
Emepraz-40,Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),u
Mucoriz,Unotation,u
Polyderm 4,Unotation,u
Gompsul 750,Benace,u
Healthcare Paracetamol (For Export Only),Cefohab,u
Pause 500,Atorsaph,u
Medwin,Cefiden,u
OTOFLOX,Acrolim 0.1,u
Gabasyn,Ambrogen,u
Capeceen,Brexi 0.5,u
Valcef,Eye Glo Relief,u
Olangem OD 20,Urogen,u
Norash,Fevaxid DS 250,u
Hycortil,Tigilyn,u
Capeceen,Ecolide,u
Alozure,Silgram,u
Lozamex,Providol,u
Asterol,Rotoket,u
Lotrilip,Plasid,u
Eracef-S,Saver Select,u
Paraflu,Vesogen,u
Alozure,Aziro-500,u
Prasusafe,Stanis,u
Prasusafe,Mucoriz,u
Metdazid,Frenvo,u
Hematozol 50,Atorsaph,u
Symdex-D Forte,Ecolide,u
Avator,Prasusafe,u
Saphmustin,Nervilor 150,u
Clavaxie 312.5 DT,Acecof,u
